dependent,variable,coefficient,se,pval,lower_bound,upper_bound,keep
clearance,Sprint speed,0.002986230869814339,0.0021413813709123693,0.17776299744780255,-0.0012108766171739045,0.007183338356802582,0
clearance,Sprint speed_other,0.00426575396934104,0.0049345752099627434,0.3873910722895295,-0.005406013442185937,0.013937521380868017,0
clearance,Sprint speed_own,0.007424574474108762,0.0052433712677364686,0.15678988693792695,-0.0028524332106547156,0.017701582158872242,0
clearance,Stamina,-0.00037555027763361976,0.001559141167486378,0.8096692364079283,-0.0034314669659069206,0.002680366410639681,0
clearance,Stamina_other,0.012272893617588224,0.003691783386922683,0.000887685532325655,0.005036998179219766,0.019508789055956682,1
clearance,Stamina_own,-0.003403659271658758,0.003773015167867552,0.3673699240614232,-0.01079876900067916,0.003991450457361644,0
clearance,Standing tackle,-0.005972961899809935,0.001900572441060499,0.0017877341224119547,-0.009698083884288514,-0.0022478399153313565,1
clearance,Standing tackle_other,0.0074035066471557906,0.006392532608986376,0.2468137182028789,-0.005125857266457507,0.01993287056076909,0
clearance,Standing tackle_own,0.014932448678516536,0.00682938862116274,0.02878791339944442,0.0015468469810375664,0.028318050375995503,1
clearance,Strength,-0.002966083797569118,0.001568963816124049,0.05995102894562332,-0.006041252877172254,0.00010908528203401819,0
clearance,Strength_other,-0.01124445807118472,0.004046138191651327,0.00548149974828438,-0.019174888926821322,-0.00331402721554812,1
clearance,Strength_own,0.014876848039272254,0.0038736315443019505,0.0001231786297373194,0.007284530212440431,0.022469165866104077,1
clearance,Vision,-0.00871721394095054,0.002354804565910769,0.00025509904937548455,-0.013332630890135647,-0.004101796991765432,1
clearance,Vision_other,0.0007545517973800387,0.0038270949420312014,0.8437049850213327,-0.006746554289001116,0.008255657883761192,0
clearance,Vision_own,-0.004372155535795856,0.003893056454910173,0.2614393499385035,-0.012002546187419794,0.0032582351158280823,0
clearance,Volleys,-0.000948684014141065,0.001943076281591435,0.625444690224803,-0.004757113526060277,0.0028597454977781476,0
clearance,Volleys_other,0.005309467874386008,0.003906374743207465,0.1741033858201877,-0.002347026622300623,0.012965962371072639,0
clearance,Volleys_own,-0.006316743101026285,0.004229828442641092,0.13535119175845156,-0.014607206848602824,0.001973720646550255,0
control_bad,Acceleration_y,0.010128072593617933,0.01091983401168603,0.355781176531611,-0.011274802069286686,0.03153094725652255,0
control_bad,Acceleration_y_other,0.012441282110743442,0.004778321425381674,0.009268995324801299,0.0030757721169953622,0.02180679210449152,1
control_bad,Acceleration_y_own,0.00011625322257081982,0.005718810344866129,0.9837817113914018,-0.011092615053366794,0.011325121498508433,0
control_bad,Aggression,0.0005369927977760969,0.0004911123653851528,0.39798750183299103,-0.0004255874383788026,0.0014995730339309966,0
control_bad,Aggression_other,0.00015309603977604327,0.003097282812163014,0.9605778106313629,-0.005917578272063465,0.006223770351615551,0
control_bad,Aggression_own,0.009001881358714374,0.003882524114571899,0.020611802632890752,0.0013921340941534521,0.016611628623275296,1
control_bad,Agility,0.0035520730854796535,0.003955853093052547,0.46790176413621154,-0.004201398976903338,0.011305545147862646,0
control_bad,Agility_other,-0.004215472177361832,0.004508725207322231,0.3501736166879934,-0.013052573583713405,0.004621629228989742,0
control_bad,Agility_own,-0.007305600482531878,0.004388565187368392,0.0967571841633732,-0.015907188249773926,0.0012959872847101706,0
control_bad,Balance,-7.70428304250198e-05,0.0038475588692324235,0.9840416849952729,-0.0076182582141205695,0.00746417255327053,0
control_bad,Balance_other,-0.007319931167133758,0.0034408381091486635,0.03339878696144538,-0.01406397386106514,-0.0005758884732023776,1
control_bad,Balance_own,-0.0001826003736515107,0.004865124201658485,0.9701303497093108,-0.009718243808902141,0.00935304306159912,0
control_bad,Ball control,0.012538881774698977,-0.0031402083572354494,0.0004955427432764559,0.018693690154880458,0.0063840733945174965,1
control_bad,Ball control_other,-0.009719976840188247,0.006702977995292299,0.1476072625422682,-0.022857813710961152,0.003417860030584658,0
control_bad,Ball control_own,-0.024079525161348914,0.006970638079568022,0.0005734218301323146,-0.037741975797302235,-0.010417074525395592,1
control_bad,CAM,0.2322809733901464,,,,,1
control_bad,CB,-0.2835526976722341,,,,,1
control_bad,CDM,-0.1053177421818565,,,,,1
control_bad,CF,0.15359994652566555,,,,,1
control_bad,CM,-0.03057997972708515,,,,,1
control_bad,Composure,0.0038033399508929436,0.009518943884859191,0.6909943434100341,-0.014853790063431072,0.02246046996521696,0
control_bad,Composure_other,-0.0005693544845170229,0.004383667859940847,0.8968795344465288,-0.009161343490001082,0.008022634520967036,0
control_bad,Composure_own,-0.01615607378449266,0.004351563535760982,0.00020567657817260887,-0.02468513831458418,-0.007627009254401134,1
control_bad,Crossing,-0.007524925614986392,0.0073111494453250644,0.30370008871665055,-0.02185477852782352,0.006804927297850734,0
control_bad,Crossing_other,-0.00178594100384392,0.0034680779145142785,0.6066535192512992,-0.008583373716291906,0.005011491708604066,0
